place_name,district_name,latitude,longitude,popularity_rating,average_temperature,type_of_place,best_visiting_month,short_description
Mussoorie,Uttarkashi,29.1357,78.9286,4,4.4,Hill Station,August,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla
Auli,Almora,30.8333,79.6318,5,10.3,Hill Station,July,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in
Mussoorie,Bageshwar,29.7498,79.9463,5,13.9,Lake,July,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
Jim Corbett National Park,Pauri Garhwal,30.041,80.0395,2,3.9,Adventure Spot,August,condimentum curabitur in libero ut massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt
Chopta,Tehri Garhwal,31.3791,79.244,5,14.6,Trek,December,duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis
Ranikhet,Almora,30.1596,78.67,5,25.8,Temple,September,molestie lorem quisque ut erat curabitur gravida nisi at nibh in hac
Jim Corbett National Park,Uttarkashi,31.3939,79.1934,2,29.4,Hill Station,February,etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate elementum nullam varius
Lansdowne,Haridwar,29.832,78.754,1,23.0,Wildlife Sanctuary,October,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non
Rishikesh,Chamoli,30.866,77.9792,5,1.4,Hill Station,December,luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus
Jim Corbett National Park,Tehri Garhwal,29.0799,79.3074,5,28.0,Wildlife Sanctuary,April,pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a
Nainital,Pauri Garhwal,29.844,78.6669,5,6.7,Hill Station,October,aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros
Almora,Rudraprayag,29.0866,79.6303,4,8.0,Adventure Spot,November,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar lobortis est
Ranikhet,Nainital,31.02,77.796,2,7.4,Hill Station,September,sed accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis
Almora,Rudraprayag,29.4835,79.0905,5,4.5,Trek,June,sit amet consectetuer adipiscing elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non
Rishikesh,Tehri Garhwal,30.6662,78.887,5,12.1,Temple,August,volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed vestibulum sit
Jim Corbett National Park,Uttarkashi,29.9197,78.6659,2,28.4,Wildlife Sanctuary,August,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante
Nainital,Almora,31.4059,78.5354,2,20.7,Trek,November,justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper
Mussoorie,Nainital,29.6125,78.283,1,3.3,Lake,May,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat
Mussoorie,Uttarkashi,29.105,77.7643,5,11.1,Hill Station,September,nulla ut erat id mauris vulputate elementum nullam varius nulla facilisi
Rishikesh,Pauri Garhwal,29.4063,78.8148,3,19.8,Adventure Spot,November,sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae
Auli,Dehradun,31.4915,79.3834,2,24.0,Trek,June,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede justo lacinia eget tincidunt
Haridwar,Tehri Garhwal,31.4438,79.4248,5,0.7,Hill Station,July,libero non mattis pulvinar nulla pede ullamcorper augue a suscipit nulla
Chopta,Uttarkashi,31.434,77.7797,3,13.9,Temple,July,nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
Rishikesh,Uttarkashi,30.7848,78.5025,4,29.0,Trek,December,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros
Rishikesh,Rudraprayag,31.3622,80.1465,4,21.7,Trek,January,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis
Mussoorie,Rudraprayag,29.8872,80.3479,5,1.8,Wildlife Sanctuary,October,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit
Nainital,Nainital,31.0964,79.8315,3,24.1,Wildlife Sanctuary,May,donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non mi integer ac
Jim Corbett National Park,Almora,29.9975,78.866,4,7.9,Temple,June,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus
Jim Corbett National Park,Pauri Garhwal,30.7103,79.7306,4,21.9,Temple,September,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque
Almora,Bageshwar,29.2406,79.2595,3,3.6,Trek,June,proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
Chopta,Bageshwar,30.175,79.3262,4,18.2,Hill Station,August,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut
Nainital,Pauri Garhwal,30.3605,78.2266,3,14.1,Wildlife Sanctuary,December,quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque
Mussoorie,Bageshwar,29.3238,79.2213,4,11.5,Temple,August,porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus
Auli,Tehri Garhwal,30.3563,80.3151,2,12.6,Temple,November,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas
Almora,Almora,29.2681,79.5548,3,28.5,Lake,September,dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae
Mussoorie,Tehri Garhwal,31.1223,78.5876,2,13.4,Temple,June,duis faucibus accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut
Mussoorie,Haridwar,29.5921,77.6705,3,5.0,Temple,May,accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam
Lansdowne,Tehri Garhwal,29.7018,79.8386,4,9.0,Temple,August,feugiat non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac
Haridwar,Haridwar,29.0087,78.7817,2,29.9,Adventure Spot,April,id mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at
Rishikesh,Almora,29.5207,79.8057,4,9.7,Hill Station,August,dui proin leo odio porttitor id consequat in consequat ut
Rishikesh,Haridwar,29.467,79.2154,4,6.4,Adventure Spot,October,mauris enim leo rhoncus sed vestibulum sit amet cursus id turpis
Jim Corbett National Park,Pauri Garhwal,29.7813,77.9009,2,13.1,Lake,March,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue
Haridwar,Rudraprayag,29.576,77.9999,1,17.4,Adventure Spot,November,sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non
Nainital,Chamoli,30.4189,78.0628,4,10.2,Wildlife Sanctuary,January,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula
Haridwar,Uttarkashi,31.0474,77.8755,4,4.7,Trek,June,id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris
Mussoorie,Almora,31.2021,78.7253,3,8.5,Hill Station,November,iaculis justo in hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id mauris vulputate
Nainital,Nainital,30.5166,79.194,1,18.1,Temple,January,varius integer ac leo pellentesque ultrices mattis odio donec vitae
Almora,Pauri Garhwal,29.526,79.9911,4,22.1,Wildlife Sanctuary,June,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan
Nainital,Almora,30.5316,79.9304,2,14.2,Lake,August,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis sed
Nainital,Uttarkashi,30.7667,79.4089,2,13.0,Trek,November,in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero
Auli,Pauri Garhwal,30.9983,79.7259,4,25.7,Trek,October,ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel
Lansdowne,Dehradun,30.3651,77.5756,4,2.5,Adventure Spot,July,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
Jim Corbett National Park,Dehradun,30.3541,79.857,1,27.1,Hill Station,December,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices
Jim Corbett National Park,Nainital,29.3808,77.7688,4,13.5,Wildlife Sanctuary,January,purus phasellus in felis donec semper sapien a libero nam
Rishikesh,Bageshwar,29.2766,79.557,3,4.9,Adventure Spot,June,hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec quis orci
Nainital,Haridwar,29.4514,78.0529,3,23.2,Adventure Spot,January,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris
Ranikhet,Rudraprayag,29.8354,78.7223,4,28.3,Hill Station,August,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in
Auli,Chamoli,30.1941,78.8455,3,0.7,Trek,January,eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum
Jim Corbett National Park,Haridwar,30.079,79.0829,4,28.8,Trek,October,integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at
Haridwar,Uttarkashi,31.2725,77.6565,1,29.4,Adventure Spot,November,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
Almora,Pauri Garhwal,31.4804,78.3544,5,16.9,Lake,February,dictumst morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam
Jim Corbett National Park,Pauri Garhwal,30.0668,80.1305,5,12.4,Hill Station,September,at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
Almora,Nainital,30.1089,79.2185,2,17.8,Adventure Spot,July,vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit
Haridwar,Nainital,29.7064,79.7696,4,29.4,Wildlife Sanctuary,November,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris
Jim Corbett National Park,Tehri Garhwal,30.0778,78.4498,2,22.6,Hill Station,July,mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae
Almora,Chamoli,29.0681,80.3489,2,0.6,Adventure Spot,June,egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus
Mussoorie,Uttarkashi,29.7825,79.7453,1,15.7,Trek,May,consequat ut nulla sed accumsan felis ut at dolor quis odio consequat varius integer
Nainital,Almora,29.3765,80.1815,1,11.9,Lake,June,ut at dolor quis odio consequat varius integer ac leo pellentesque
Auli,Dehradun,30.5501,77.7157,1,13.2,Trek,September,nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget
Mussoorie,Haridwar,30.0716,80.0955,1,27.5,Lake,August,lorem ipsum dolor sit amet consectetuer adipiscing elit proin risus praesent
Mussoorie,Haridwar,29.6125,79.0549,1,25.5,Trek,October,duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
Nainital,Tehri Garhwal,31.0318,77.9963,4,12.8,Wildlife Sanctuary,December,vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus
Nainital,Nainital,30.0105,78.4729,2,5.4,Wildlife Sanctuary,May,convallis nunc proin at turpis a pede posuere nonummy integer
Nainital,Tehri Garhwal,30.1494,80.0303,2,19.4,Hill Station,June,sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit
Jim Corbett National Park,Uttarkashi,31.3867,77.9978,4,26.2,Trek,August,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis
Chopta,Haridwar,30.1666,78.2778,5,14.5,Trek,June,quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor
Nainital,Tehri Garhwal,31.4447,77.9921,1,10.0,Wildlife Sanctuary,October,amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
Auli,Chamoli,31.4859,78.9287,4,28.4,Trek,September,pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat
Almora,Pauri Garhwal,29.3972,79.6322,2,2.1,Lake,September,in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit
Jim Corbett National Park,Rudraprayag,30.8191,78.8839,2,5.9,Wildlife Sanctuary,April,sapien quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a nibh in
Nainital,Dehradun,31.2003,80.179,1,18.8,Temple,June,praesent lectus vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci luctus
Nainital,Uttarkashi,31.1289,80.2739,3,13.0,Lake,August,aliquam augue quam sollicitudin vitae consectetuer eget rutrum at lorem
Almora,Dehradun,29.8396,80.4597,2,26.6,Adventure Spot,May,non pretium quis lectus suspendisse potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis
Lansdowne,Dehradun,29.0314,78.932,5,6.9,Adventure Spot,August,et tempus semper est quam pharetra magna ac consequat metus sapien
Almora,Pauri Garhwal,31.1877,78.7016,5,29.7,Hill Station,November,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam
Almora,Bageshwar,29.7175,79.4888,2,6.8,Lake,February,sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis
Jim Corbett National Park,Nainital,30.332,78.662,3,16.0,Adventure Spot,January,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus
Nainital,Dehradun,29.4654,78.0281,2,15.2,Temple,January,vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia
Mussoorie,Chamoli,31.1841,78.9645,2,15.9,Adventure Spot,January,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris
Nainital,Bageshwar,30.0511,79.8096,1,25.9,Adventure Spot,November,sed vestibulum sit amet cursus id turpis integer aliquet massa
Auli,Nainital,29.1563,78.4627,2,18.4,Hill Station,October,ultrices phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl
Auli,Uttarkashi,30.0565,78.674,1,26.6,Temple,February,nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse potenti
Haridwar,Pauri Garhwal,30.3768,79.4392,1,7.6,Temple,April,aliquam sit amet diam in magna bibendum imperdiet nullam orci
Mussoorie,Rudraprayag,29.9124,77.8617,1,29.1,Hill Station,July,neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque
Mussoorie,Rudraprayag,31.3503,78.6017,4,18.2,Adventure Spot,January,feugiat et eros vestibulum ac est lacinia nisi venenatis tristique
Nainital,Dehradun,30.4439,80.1552,1,3.3,Temple,July,libero rutrum ac lobortis vel dapibus at diam nam tristique
Chopta,Rudraprayag,29.4665,78.6432,5,26.3,Temple,May,et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat
Auli,Haridwar,31.442,78.7959,5,15.9,Lake,October,accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas
Ranikhet,Almora,29.3635,80.3911,5,7.7,Temple,November,id luctus nec molestie sed justo pellentesque viverra pede ac diam cras
Chopta,Haridwar,31.0194,77.7137,4,16.8,Wildlife Sanctuary,June,quisque ut erat curabitur gravida nisi at nibh in hac
Almora,Bageshwar,30.9903,79.6827,5,20.6,Trek,May,ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in
Almora,Uttarkashi,31.104,78.0391,4,14.1,Adventure Spot,July,semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam
Chopta,Rudraprayag,31.4942,78.6435,5,19.2,Wildlife Sanctuary,April,faucibus accumsan odio curabitur convallis duis consequat dui nec nisi
Auli,Dehradun,30.7069,79.9881,1,26.6,Trek,August,tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at
Auli,Rudraprayag,30.5346,79.8712,1,19.0,Hill Station,November,lorem id ligula suspendisse ornare consequat lectus in est risus auctor
Ranikhet,Pauri Garhwal,30.453,78.0513,3,23.9,Adventure Spot,February,congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc
Lansdowne,Pauri Garhwal,29.1119,79.0292,5,15.7,Wildlife Sanctuary,February,morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus
Rishikesh,Uttarkashi,29.3742,80.1928,3,18.0,Lake,December,tristique est et tempus semper est quam pharetra magna ac consequat metus
Haridwar,Tehri Garhwal,30.6084,78.8927,5,25.1,Trek,March,sed lacus morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed
Nainital,Pauri Garhwal,29.3783,79.504,1,11.3,Hill Station,September,neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl
Lansdowne,Nainital,29.3353,77.775,1,14.2,Adventure Spot,January,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis
Ranikhet,Bageshwar,31.1523,77.973,5,18.6,Temple,January,nulla pede ullamcorper augue a suscipit nulla elit ac nulla
Rishikesh,Nainital,30.6314,78.6432,3,23.0,Wildlife Sanctuary,July,pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper
Ranikhet,Dehradun,31.2406,79.7921,2,29.7,Wildlife Sanctuary,December,faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
Lansdowne,Almora,29.3973,77.9779,2,4.1,Trek,January,maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra
Chopta,Nainital,30.4068,77.9387,5,3.5,Adventure Spot,August,ac est lacinia nisi venenatis tristique fusce congue diam id ornare imperdiet sapien urna pretium nisl ut
Almora,Tehri Garhwal,30.5557,79.4242,5,25.2,Temple,September,imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed augue aliquam erat volutpat in congue etiam justo etiam
Almora,Pauri Garhwal,31.221,77.7785,2,22.0,Trek,February,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis elementum ligula
Mussoorie,Nainital,30.8453,79.5899,4,25.2,Hill Station,December,elementum ligula vehicula consequat morbi a ipsum integer a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor
Lansdowne,Chamoli,31.4661,79.4609,2,17.5,Temple,March,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras
Mussoorie,Rudraprayag,31.2544,78.0346,3,26.7,Temple,August,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede
Nainital,Almora,30.8782,78.7749,2,1.2,Lake,February,diam vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus
Chopta,Uttarkashi,30.2043,78.482,3,28.1,Temple,May,primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec
Mussoorie,Chamoli,30.8281,77.8895,4,25.3,Lake,March,augue aliquam erat volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst etiam
Mussoorie,Pauri Garhwal,31.4467,78.0799,5,0.8,Wildlife Sanctuary,January,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros vestibulum ac est
Chopta,Uttarkashi,30.5374,77.6174,2,21.2,Lake,August,nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim
Rishikesh,Haridwar,29.334,80.2572,3,7.3,Wildlife Sanctuary,March,mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam
Chopta,Almora,29.7937,78.2999,5,16.6,Lake,November,amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
Auli,Chamoli,30.9827,77.7429,4,4.0,Wildlife Sanctuary,September,lectus aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non
Auli,Rudraprayag,29.567,80.4054,4,23.4,Lake,May,sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
Ranikhet,Tehri Garhwal,31.3631,80.3246,1,22.9,Lake,April,amet lobortis sapien sapien non mi integer ac neque duis
Auli,Almora,30.3124,77.7164,4,25.0,Trek,July,euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis aliquam convallis
Mussoorie,Dehradun,30.546,79.454,5,18.0,Adventure Spot,August,primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur
Lansdowne,Rudraprayag,29.2935,80.2572,3,3.9,Trek,March,sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis
Nainital,Dehradun,30.2682,80.1454,4,4.0,Temple,March,elementum nullam varius nulla facilisi cras non velit nec nisi
Lansdowne,Dehradun,29.9719,78.6965,5,7.7,Adventure Spot,October,nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus
Ranikhet,Bageshwar,30.9699,79.8908,1,14.4,Lake,June,vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper
Lansdowne,Rudraprayag,29.2104,79.0628,4,19.6,Temple,April,ultrices posuere cubilia curae mauris viverra diam vitae quam suspendisse
Mussoorie,Uttarkashi,30.9813,79.5516,4,5.9,Wildlife Sanctuary,January,porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac
Haridwar,Almora,29.7791,78.866,1,13.3,Lake,April,cursus vestibulum proin eu mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing
Chopta,Almora,29.0311,80.027,1,10.1,Lake,November,nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus
Haridwar,Haridwar,29.8318,78.7267,1,11.5,Trek,March,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum
Ranikhet,Dehradun,29.5079,78.4485,5,16.6,Temple,July,duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate
Lansdowne,Nainital,29.006,79.7533,1,25.5,Adventure Spot,February,sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum
Nainital,Dehradun,29.297,79.8186,1,4.6,Adventure Spot,January,eu felis fusce posuere felis sed lacus morbi sem mauris laoreet
Auli,Rudraprayag,29.3194,79.3909,1,5.4,Adventure Spot,April,in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec
Chopta,Tehri Garhwal,29.9519,78.2187,2,3.4,Adventure Spot,June,mi nulla ac enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem
Rishikesh,Tehri Garhwal,30.4275,80.2846,3,9.2,Adventure Spot,April,rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis
Mussoorie,Rudraprayag,29.7063,79.2448,3,14.0,Adventure Spot,March,ac tellus semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis
Rishikesh,Dehradun,29.7847,79.2829,2,18.1,Hill Station,April,velit nec nisi vulputate nonummy maecenas tincidunt lacus at velit vivamus vel nulla eget eros elementum pellentesque quisque
Chopta,Uttarkashi,31.4572,78.005,2,22.5,Trek,October,rutrum rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean
Jim Corbett National Park,Nainital,30.0335,79.9447,4,22.4,Lake,June,tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus nec molestie sed
Almora,Rudraprayag,29.5923,78.1815,2,5.7,Temple,November,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non ligula pellentesque ultrices phasellus id sapien
Almora,Bageshwar,30.181,79.9259,2,7.1,Trek,January,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra
Nainital,Nainital,31.199,78.3226,2,30.0,Trek,June,eu est congue elementum in hac habitasse platea dictumst morbi vestibulum velit id pretium iaculis diam erat
Jim Corbett National Park,Haridwar,30.4274,79.5479,5,26.2,Hill Station,August,orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in
Lansdowne,Pauri Garhwal,30.9107,79.2663,2,6.5,Lake,September,quisque ut erat curabitur gravida nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin
Chopta,Nainital,29.2614,80.072,3,16.7,Adventure Spot,March,integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero
Nainital,Bageshwar,29.7243,79.5365,1,9.1,Hill Station,May,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem praesent id
Haridwar,Tehri Garhwal,30.852,78.9997,4,6.4,Hill Station,April,laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed
Jim Corbett National Park,Bageshwar,29.3569,80.0235,1,14.6,Trek,September,vestibulum quam sapien varius ut blandit non interdum in ante vestibulum ante ipsum primis in faucibus orci
Lansdowne,Bageshwar,29.6266,78.1979,2,16.1,Trek,November,elit proin risus praesent lectus vestibulum quam sapien varius ut blandit non interdum
Ranikhet,Dehradun,29.7726,79.1609,3,7.8,Hill Station,July,justo eu massa donec dapibus duis at velit eu est congue elementum
Mussoorie,Nainital,30.1042,77.9145,2,29.2,Adventure Spot,June,vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet lobortis sapien sapien non
Jim Corbett National Park,Almora,29.0904,78.459,1,11.4,Trek,March,vitae nisl aenean lectus pellentesque eget nunc donec quis orci
Auli,Almora,29.3325,79.7601,4,11.4,Trek,February,eget congue eget semper rutrum nulla nunc purus phasellus in felis donec semper sapien a libero nam dui proin
Haridwar,Rudraprayag,30.7362,80.134,3,21.8,Wildlife Sanctuary,December,accumsan odio curabitur convallis duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel
Haridwar,Rudraprayag,31.1788,79.3186,5,10.0,Hill Station,February,ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci
Haridwar,Rudraprayag,31.0682,79.1301,1,16.8,Lake,July,id ornare imperdiet sapien urna pretium nisl ut volutpat sapien arcu sed
Almora,Tehri Garhwal,30.1824,79.2515,4,29.2,Lake,August,in est risus auctor sed tristique in tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis
Mussoorie,Dehradun,29.6485,78.3401,1,14.5,Adventure Spot,December,montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis
Ranikhet,Nainital,30.9694,79.833,4,23.4,Temple,September,a pede posuere nonummy integer non velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum
Mussoorie,Pauri Garhwal,30.3694,80.0919,2,21.7,Trek,March,mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer
Jim Corbett National Park,Almora,29.1979,79.8324,3,4.4,Lake,September,curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin
